client_id,sex,birth,age,s_idclient
c_8313,f,1987.0,35.0,c
c_2721,m,1977.0,45.0,c
c_6687,m,1972.0,50.0,c
c_5297,f,1968.0,54.0,c
c_6221,m,2002.0,20.0,c
c_8132,m,1978.0,44.0,c
c_2867,f,1974.0,48.0,c
c_3343,f,1999.0,23.0,c
c_4830,f,1974.0,48.0,c
c_8023,m,1988.0,34.0,c
c_2963,f,1957.0,65.0,c
c_6017,f,1989.0,33.0,c
c_6345,m,1991.0,31.0,c
c_1729,f,1970.0,52.0,c
c_4622,m,1959.0,63.0,c
c_7402,m,1945.0,77.0,c
c_458,m,1981.0,41.0,c
c_5918,m,1997.0,25.0,c
c_711,m,1975.0,47.0,c
c_8225,m,2000.0,22.0,c
c_4360,f,1994.0,28.0,c
c_5979,f,2004.0,18.0,c
c_3643,f,2003.0,19.0,c
c_8192,f,1992.0,30.0,c
c_3375,f,1949.0,73.0,c
c_877,m,1969.0,53.0,c
c_32,m,1987.0,35.0,c
c_3399,m,1960.0,62.0,c
c_443,f,1987.0,35.0,c
c_8504,f,2004.0,18.0,c
c_6741,f,1972.0,50.0,c
c_2009,m,1994.0,28.0,c
c_4645,f,1977.0,45.0,c
c_3523,m,1943.0,79.0,c
c_8514,m,1981.0,41.0,c
c_6488,m,1999.0,23.0,c
c_5594,f,1975.0,47.0,c
c_3131,f,1946.0,76.0,c
c_2188,f,1986.0,36.0,c
c_7505,m,2004.0,18.0,c
c_1372,f,1960.0,62.0,c
c_1479,m,1990.0,32.0,c
c_5350,m,1998.0,24.0,c
c_4971,m,1999.0,23.0,c
c_6583,f,1964.0,58.0,c
c_2503,m,1993.0,29.0,c
c_5492,f,1986.0,36.0,c
c_6532,f,1989.0,33.0,c
c_1234,f,1951.0,71.0,c
c_7086,f,1963.0,59.0,c
c_4779,f,1971.0,51.0,c
c_759,f,1963.0,59.0,c
c_5805,m,1954.0,68.0,c
c_3152,f,1972.0,50.0,c
c_2555,f,1993.0,29.0,c
c_5164,f,1956.0,66.0,c
c_2771,m,1979.0,43.0,c
c_3169,f,1979.0,43.0,c
c_6689,f,1956.0,66.0,c
c_6009,f,1975.0,47.0,c
c_7917,f,1979.0,43.0,c
c_367,m,2004.0,18.0,c
c_3524,m,1981.0,41.0,c
c_7781,f,1993.0,29.0,c
c_8145,m,1991.0,31.0,c
c_5580,f,1978.0,44.0,c
c_7716,m,1976.0,46.0,c
c_5573,f,1950.0,72.0,c
c_597,m,2004.0,18.0,c
c_923,m,1990.0,32.0,c
c_6474,f,1964.0,58.0,c
c_956,f,2004.0,18.0,c
c_4527,m,1990.0,32.0,c
c_1115,f,1982.0,40.0,c
c_5456,f,1994.0,28.0,c
c_1844,f,1980.0,42.0,c
c_7110,f,1962.0,60.0,c
c_768,m,1980.0,42.0,c
c_3995,m,2004.0,18.0,c
c_8483,f,1981.0,41.0,c
c_8476,f,1959.0,63.0,c
c_4255,f,1970.0,52.0,c
c_704,f,1956.0,66.0,c
c_4814,f,1970.0,52.0,c
c_2158,m,1993.0,29.0,c
c_3622,f,1971.0,51.0,c
c_1873,m,2003.0,19.0,c
c_1665,m,1989.0,33.0,c
c_7298,m,1999.0,23.0,c
c_6656,f,1969.0,53.0,c
c_8236,f,1992.0,30.0,c
c_4599,m,1963.0,59.0,c
c_7933,f,1993.0,29.0,c
c_7816,m,1985.0,37.0,c
c_4766,m,1989.0,33.0,c
c_5678,m,1958.0,64.0,c
c_5448,f,2001.0,21.0,c
c_1027,f,1979.0,43.0,c
c_1352,f,1976.0,46.0,c
c_4487,f,1960.0,62.0,c
c_5311,f,1990.0,32.0,c
c_963,f,1988.0,34.0,c
c_2286,f,1978.0,44.0,c
c_5849,f,2003.0,19.0,c
c_6445,m,1993.0,29.0,c
c_2856,m,1995.0,27.0,c
c_835,m,1994.0,28.0,c
c_7567,f,2002.0,20.0,c
c_3233,f,1966.0,56.0,c
c_574,m,1969.0,53.0,c
c_1961,m,1985.0,37.0,c
c_7407,f,1982.0,40.0,c
c_5776,m,1978.0,44.0,c
c_6847,f,1978.0,44.0,c
c_3613,m,1953.0,69.0,c
c_396,m,1977.0,45.0,c
c_6471,f,1996.0,26.0,c
c_2729,f,1996.0,26.0,c
c_434,f,1996.0,26.0,c
c_4863,f,1966.0,56.0,c
c_2552,m,1975.0,47.0,c
c_1754,m,1957.0,65.0,c
c_2284,m,1980.0,42.0,c
c_7328,m,1994.0,28.0,c
c_1529,m,1968.0,54.0,c
c_3730,f,1984.0,38.0,c
c_3849,f,2002.0,20.0,c
c_5566,m,1980.0,42.0,c
c_1457,m,1985.0,37.0,c
c_7225,f,2000.0,22.0,c
c_92,f,1998.0,24.0,c
c_1710,f,1992.0,30.0,c
c_4232,m,1980.0,42.0,c
c_6207,m,1956.0,66.0,c
c_5133,m,1992.0,30.0,c
c_2701,f,2000.0,22.0,c
c_1160,m,1985.0,37.0,c
c_153,f,1973.0,49.0,c
c_6117,m,1958.0,64.0,c
c_1946,m,1964.0,58.0,c
c_219,f,1973.0,49.0,c
c_4261,m,1957.0,65.0,c
c_350,m,2003.0,19.0,c
c_2465,f,1992.0,30.0,c
c_5524,m,1977.0,45.0,c
c_5076,m,1960.0,62.0,c
c_972,m,2004.0,18.0,c
c_2798,f,1958.0,64.0,c
c_1527,f,1996.0,26.0,c
c_4950,m,1974.0,48.0,c
c_3374,f,1983.0,39.0,c
c_2019,m,1995.0,27.0,c
c_1657,f,1971.0,51.0,c
c_667,m,1993.0,29.0,c
c_4263,f,1983.0,39.0,c
c_6982,m,1999.0,23.0,c
c_3514,f,1966.0,56.0,c
c_4836,f,1963.0,59.0,c
c_6280,f,1967.0,55.0,c
c_3411,f,1999.0,23.0,c
c_8438,f,1955.0,67.0,c
c_4498,f,2004.0,18.0,c
c_8320,f,1966.0,56.0,c
c_7619,f,2004.0,18.0,c
c_1430,f,1956.0,66.0,c
c_7750,f,1968.0,54.0,c
c_8315,f,1969.0,53.0,c
c_2754,f,1986.0,36.0,c
c_5025,f,1952.0,70.0,c
c_5967,f,2003.0,19.0,c
c_7853,m,2001.0,21.0,c
c_8267,m,1974.0,48.0,c
c_1607,f,1978.0,44.0,c
c_1599,m,1965.0,57.0,c
c_4356,f,1997.0,25.0,c
c_4120,f,1979.0,43.0,c
c_5081,f,1971.0,51.0,c
c_1207,f,1963.0,59.0,c
c_5128,f,1999.0,23.0,c
c_577,m,1929.0,93.0,c
c_6484,f,1967.0,55.0,c
c_5092,f,1981.0,41.0,c
c_5836,f,1974.0,48.0,c
c_4930,f,1990.0,32.0,c
c_8350,f,1931.0,91.0,c
c_1799,f,1969.0,53.0,c
c_4919,m,1982.0,40.0,c
c_5730,m,1964.0,58.0,c
c_5395,f,1995.0,27.0,c
c_150,m,1973.0,49.0,c
c_3026,m,1969.0,53.0,c
c_1301,m,2001.0,21.0,c
c_3267,f,1998.0,24.0,c
c_561,f,1999.0,23.0,c
c_6901,f,1986.0,36.0,c
c_6831,m,1986.0,36.0,c
c_911,m,1987.0,35.0,c
c_4768,m,1971.0,51.0,c
c_3299,m,2000.0,22.0,c
c_6761,f,1997.0,25.0,c
c_66,f,1968.0,54.0,c
c_1186,f,1996.0,26.0,c
c_2186,m,1967.0,55.0,c
c_7793,m,1989.0,33.0,c
c_954,f,1971.0,51.0,c
c_1832,f,1989.0,33.0,c
c_7845,f,1972.0,50.0,c
c_3260,f,1947.0,75.0,c
c_988,f,1963.0,59.0,c
c_5447,f,1973.0,49.0,c
c_2427,m,1990.0,32.0,c
c_3091,m,1977.0,45.0,c
c_5188,f,1991.0,31.0,c
c_8444,f,1977.0,45.0,c
c_427,f,1974.0,48.0,c
c_3119,m,2001.0,21.0,c
c_1064,m,1998.0,24.0,c
c_4504,m,2004.0,18.0,c
c_978,f,1940.0,82.0,c
c_3142,m,2004.0,18.0,c
c_7198,m,1967.0,55.0,c
c_3094,f,1997.0,25.0,c
c_973,m,1974.0,48.0,c
c_8156,f,1995.0,27.0,c
c_7911,m,1988.0,34.0,c
c_2563,f,1975.0,47.0,c
c_6749,f,2003.0,19.0,c
c_8475,f,1952.0,70.0,c
c_3507,m,1979.0,43.0,c
c_4183,m,1951.0,71.0,c
c_372,f,1965.0,57.0,c
c_1248,f,1958.0,64.0,c
c_3296,f,1956.0,66.0,c
c_8194,m,1973.0,49.0,c
c_659,f,2001.0,21.0,c
c_493,f,1975.0,47.0,c
c_4640,f,1979.0,43.0,c
c_3295,m,2004.0,18.0,c
c_4621,f,1995.0,27.0,c
c_2379,m,1973.0,49.0,c
c_748,m,1947.0,75.0,c
c_530,f,1980.0,42.0,c
c_1775,m,1971.0,51.0,c
c_6046,f,2004.0,18.0,c
c_2303,f,1981.0,41.0,c
c_7912,f,1989.0,33.0,c
c_5723,f,1975.0,47.0,c
c_7659,m,1995.0,27.0,c
c_5972,f,1974.0,48.0,c
c_6431,m,1998.0,24.0,c
c_1025,m,1984.0,38.0,c
c_468,f,2004.0,18.0,c
c_8048,m,1983.0,39.0,c
c_7275,m,1946.0,76.0,c
c_1317,m,2004.0,18.0,c
c_3829,m,1963.0,59.0,c
c_6828,f,1997.0,25.0,c
c_2973,m,1994.0,28.0,c
c_3255,f,1997.0,25.0,c
c_2609,m,2003.0,19.0,c
c_1702,m,1994.0,28.0,c
c_8592,f,1974.0,48.0,c
c_6737,m,1999.0,23.0,c
c_2699,f,1989.0,33.0,c
c_3147,f,1977.0,45.0,c
c_3599,f,1999.0,23.0,c
c_2001,f,1952.0,70.0,c
c_5825,f,1992.0,30.0,c
c_845,m,1995.0,27.0,c
c_6295,f,1988.0,34.0,c
c_3625,m,1993.0,29.0,c
c_7157,m,1994.0,28.0,c
c_7149,f,1980.0,42.0,c
c_3675,f,1976.0,46.0,c
c_2086,f,1983.0,39.0,c
c_3357,m,1972.0,50.0,c
c_346,m,1968.0,54.0,c
c_7470,f,1959.0,63.0,c
c_8458,m,1954.0,68.0,c
c_1970,m,2002.0,20.0,c
c_6231,f,1997.0,25.0,c
c_1649,m,1993.0,29.0,c
c_6839,f,1964.0,58.0,c
c_2516,m,2002.0,20.0,c
c_782,m,1991.0,31.0,c
c_5123,f,1996.0,26.0,c
c_7891,m,1981.0,41.0,c
c_6562,m,1939.0,83.0,c
c_6643,f,1972.0,50.0,c
c_4191,m,1991.0,31.0,c
c_2977,m,2002.0,20.0,c
c_7415,m,1974.0,48.0,c
c_5785,f,1983.0,39.0,c
c_4827,f,1975.0,47.0,c
c_112,f,1972.0,50.0,c
c_1813,f,1971.0,51.0,c
c_4590,f,1990.0,32.0,c
c_2610,f,1982.0,40.0,c
c_6965,f,1980.0,42.0,c
c_2807,f,1944.0,78.0,c
c_1253,f,1967.0,55.0,c
c_6682,f,1988.0,34.0,c
c_4018,f,2004.0,18.0,c
c_6719,m,1995.0,27.0,c
c_3125,m,1990.0,32.0,c
c_1516,f,2004.0,18.0,c
c_4233,m,1957.0,65.0,c
c_4796,m,1957.0,65.0,c
c_4108,m,2002.0,20.0,c
c_1601,m,1949.0,73.0,c
c_717,m,1996.0,26.0,c
c_7138,m,1983.0,39.0,c
c_8075,f,1962.0,60.0,c
c_3291,f,1995.0,27.0,c
c_7154,m,2004.0,18.0,c
c_8026,m,1978.0,44.0,c
c_645,m,1994.0,28.0,c
c_8477,f,1983.0,39.0,c
c_3009,m,2004.0,18.0,c
c_5733,m,1974.0,48.0,c
c_5644,m,1983.0,39.0,c
c_7523,m,1956.0,66.0,c
c_2824,f,1983.0,39.0,c
c_3007,f,1992.0,30.0,c
c_3922,f,2003.0,19.0,c
c_1434,f,1985.0,37.0,c
c_6407,m,1979.0,43.0,c
c_8121,f,1971.0,51.0,c
c_5270,m,1981.0,41.0,c
c_4273,f,2002.0,20.0,c
c_2043,m,1958.0,64.0,c
c_1742,m,1955.0,67.0,c
c_5631,f,1978.0,44.0,c
c_7998,m,1964.0,58.0,c
c_8381,f,1965.0,57.0,c
c_3263,f,1985.0,37.0,c
c_3184,m,1964.0,58.0,c
c_6103,f,1953.0,69.0,c
c_5240,f,1952.0,70.0,c
c_6978,m,1996.0,26.0,c
c_5292,m,1963.0,59.0,c
c_1180,f,1964.0,58.0,c
c_7926,m,1951.0,71.0,c
c_7329,m,2004.0,18.0,c
c_7462,f,1992.0,30.0,c
c_6301,f,1980.0,42.0,c
c_894,m,1988.0,34.0,c
c_4490,f,2004.0,18.0,c
c_5619,f,1953.0,69.0,c
c_8077,m,1968.0,54.0,c
c_3397,f,1983.0,39.0,c
c_5850,m,1955.0,67.0,c
c_8501,f,1986.0,36.0,c
c_766,f,1961.0,61.0,c
c_8610,m,1960.0,62.0,c
c_6981,f,1974.0,48.0,c
c_3039,f,1963.0,59.0,c
c_1241,m,1957.0,65.0,c
c_5325,m,1985.0,37.0,c
c_7245,f,1983.0,39.0,c
c_1039,f,1963.0,59.0,c
c_311,f,1953.0,69.0,c
c_2498,f,1967.0,55.0,c
c_8166,f,1982.0,40.0,c
c_6797,f,1960.0,62.0,c
c_1350,m,1944.0,78.0,c
c_2746,m,1995.0,27.0,c
c_5301,m,1986.0,36.0,c
c_4892,f,2002.0,20.0,c
c_3240,f,1949.0,73.0,c
c_5293,m,1978.0,44.0,c
c_7612,m,1989.0,33.0,c
c_260,m,1988.0,34.0,c
c_7694,m,1958.0,64.0,c
c_3254,f,1975.0,47.0,c
c_6774,f,1979.0,43.0,c
c_2686,f,1997.0,25.0,c
c_4059,m,1946.0,76.0,c
c_5550,f,1945.0,77.0,c
c_4090,m,1999.0,23.0,c
c_3509,m,2000.0,22.0,c
c_4635,m,1988.0,34.0,c
c_908,m,2000.0,22.0,c
c_7066,m,1986.0,36.0,c
c_430,f,1982.0,40.0,c
c_296,m,2004.0,18.0,c
c_1690,f,1955.0,67.0,c
c_570,f,1978.0,44.0,c
c_6543,f,1962.0,60.0,c
c_7658,f,1987.0,35.0,c
c_5455,m,1966.0,56.0,c
c_6435,f,1965.0,57.0,c
c_5410,m,1989.0,33.0,c
c_2478,m,1980.0,42.0,c
c_799,f,1945.0,77.0,c
c_7495,m,1982.0,40.0,c
c_3813,m,1988.0,34.0,c
c_7876,f,1973.0,49.0,c
c_3485,f,2002.0,20.0,c
c_8131,m,1983.0,39.0,c
c_63,m,1956.0,66.0,c
c_1223,m,1963.0,59.0,c
c_1078,f,1965.0,57.0,c
c_6012,f,1962.0,60.0,c
c_2967,m,1966.0,56.0,c
c_204,f,1984.0,38.0,c
c_5354,f,1969.0,53.0,c
c_7117,m,1956.0,66.0,c
c_1999,m,1940.0,82.0,c
c_4578,f,1968.0,54.0,c
c_8095,f,1978.0,44.0,c
c_4475,m,1953.0,69.0,c
c_2958,f,1995.0,27.0,c
c_1125,f,1972.0,50.0,c
c_708,f,1977.0,45.0,c
c_3908,f,1969.0,53.0,c
c_2383,f,2000.0,22.0,c
c_2099,f,1964.0,58.0,c
c_2817,m,1959.0,63.0,c
c_5837,f,1960.0,62.0,c
c_8402,f,1967.0,55.0,c
c_644,m,1978.0,44.0,c
c_6860,m,1951.0,71.0,c
c_5657,f,1956.0,66.0,c
c_1037,m,1961.0,61.0,c
c_787,m,1985.0,37.0,c
c_3292,m,1964.0,58.0,c
c_2972,m,1977.0,45.0,c
c_4985,m,1950.0,72.0,c
c_4062,m,1994.0,28.0,c
c_6047,m,1934.0,88.0,c
c_4787,f,1993.0,29.0,c
c_2380,m,1991.0,31.0,c
c_1847,m,1973.0,49.0,c
c_3926,m,1970.0,52.0,c
c_7794,f,1997.0,25.0,c
c_6281,f,1959.0,63.0,c
c_3747,f,2004.0,18.0,c
c_1080,f,1969.0,53.0,c
c_8434,f,1994.0,28.0,c
c_7710,m,1993.0,29.0,c
c_3515,f,1989.0,33.0,c
c_7697,f,2000.0,22.0,c
c_2425,f,1960.0,62.0,c
c_3798,f,1978.0,44.0,c
c_7226,f,1974.0,48.0,c
c_5860,m,1972.0,50.0,c
c_7258,f,1981.0,41.0,c
c_6404,f,1965.0,57.0,c
c_8016,f,1973.0,49.0,c
c_6082,f,1983.0,39.0,c
c_892,m,1977.0,45.0,c
c_3368,m,2001.0,21.0,c
c_6037,m,1986.0,36.0,c
c_1724,f,1985.0,37.0,c
c_1196,m,1980.0,42.0,c
c_6638,m,1958.0,64.0,c
c_4212,f,2004.0,18.0,c
c_3684,m,1969.0,53.0,c
c_2964,f,1949.0,73.0,c
c_4624,m,2004.0,18.0,c
c_8087,f,1967.0,55.0,c
c_5822,m,1972.0,50.0,c
c_7629,f,2000.0,22.0,c
c_2432,m,1975.0,47.0,c
c_5800,f,2004.0,18.0,c
c_4910,f,1954.0,68.0,c
c_7852,m,1979.0,43.0,c
c_747,f,1986.0,36.0,c
c_8447,f,1980.0,42.0,c
c_7452,f,1961.0,61.0,c
c_3153,f,1981.0,41.0,c
c_8207,m,1996.0,26.0,c
c_803,m,1948.0,74.0,c
c_3592,m,1965.0,57.0,c
c_8420,f,1952.0,70.0,c
c_3993,f,2004.0,18.0,c
c_8088,f,1967.0,55.0,c
c_5108,m,1978.0,44.0,c
c_7903,f,1985.0,37.0,c
c_1368,m,1982.0,40.0,c
c_7820,m,1981.0,41.0,c
c_4576,m,2004.0,18.0,c
c_6810,f,1970.0,52.0,c
c_503,m,1990.0,32.0,c
c_5488,f,1980.0,42.0,c
c_485,m,1960.0,62.0,c
c_3857,m,1968.0,54.0,c
c_5606,f,1959.0,63.0,c
c_6712,m,1961.0,61.0,c
c_5679,f,1994.0,28.0,c
c_1204,f,1959.0,63.0,c
c_3641,m,1993.0,29.0,c
c_4242,m,1995.0,27.0,c
c_8147,m,1990.0,32.0,c
c_5493,m,1968.0,54.0,c
c_5582,m,1995.0,27.0,c
c_7448,m,1994.0,28.0,c
c_402,m,1996.0,26.0,c
c_6266,f,1983.0,39.0,c
c_3390,m,1994.0,28.0,c
c_5097,m,2002.0,20.0,c
c_6022,f,1966.0,56.0,c
c_8202,m,1983.0,39.0,c
c_8369,f,2004.0,18.0,c
c_4484,f,1975.0,47.0,c
c_2026,f,2004.0,18.0,c
c_1298,f,1964.0,58.0,c
c_6524,m,1981.0,41.0,c
c_2743,f,2002.0,20.0,c
c_4219,m,1981.0,41.0,c
c_135,m,1974.0,48.0,c
c_1623,f,1997.0,25.0,c
c_3385,m,1936.0,86.0,c
c_5495,f,1963.0,59.0,c
c_2994,m,1973.0,49.0,c
c_8287,m,1984.0,38.0,c
c_7097,m,1961.0,61.0,c
c_2660,m,2001.0,21.0,c
c_7165,f,1983.0,39.0,c
c_554,m,1979.0,43.0,c
c_6743,m,1992.0,30.0,c
c_4326,f,1968.0,54.0,c
c_5120,f,1975.0,47.0,c
c_7129,m,1962.0,60.0,c
c_3945,f,1979.0,43.0,c
c_1938,f,1979.0,43.0,c
c_2289,f,1967.0,55.0,c
c_284,f,2004.0,18.0,c
c_6074,m,1977.0,45.0,c
c_7070,m,1995.0,27.0,c
c_7476,m,1966.0,56.0,c
c_3735,m,1982.0,40.0,c
c_7768,m,1973.0,49.0,c
c_4136,f,1986.0,36.0,c
c_7507,m,1981.0,41.0,c
c_2204,m,1975.0,47.0,c
c_1091,f,1979.0,43.0,c
c_6566,f,1982.0,40.0,c
c_3953,f,1984.0,38.0,c
c_7776,m,1956.0,66.0,c
c_5781,f,1945.0,77.0,c
c_3002,m,1979.0,43.0,c
c_8148,f,1989.0,33.0,c
c_513,m,1957.0,65.0,c
c_5153,f,1969.0,53.0,c
c_928,f,1953.0,69.0,c
c_4034,m,1982.0,40.0,c
c_6951,m,1987.0,35.0,c
c_1243,m,1983.0,39.0,c
c_3156,m,1978.0,44.0,c
c_4311,f,2003.0,19.0,c
c_7339,m,1994.0,28.0,c
c_913,f,1977.0,45.0,c
c_2142,m,1990.0,32.0,c
c_3166,m,1972.0,50.0,c
c_7109,m,1966.0,56.0,c
c_3795,m,2000.0,22.0,c
c_2961,m,1971.0,51.0,c
c_701,m,1959.0,63.0,c
c_3880,f,1994.0,28.0,c
c_5914,f,2001.0,21.0,c
c_2849,m,1989.0,33.0,c
c_7364,f,1972.0,50.0,c
c_5796,m,1985.0,37.0,c
c_8523,m,1963.0,59.0,c
c_2066,f,1987.0,35.0,c
c_2135,m,1994.0,28.0,c
c_2326,f,1976.0,46.0,c
c_1182,m,1984.0,38.0,c
c_5792,m,1991.0,31.0,c
c_2763,f,1968.0,54.0,c
c_7837,f,1974.0,48.0,c
c_4526,m,1990.0,32.0,c
c_2434,f,1988.0,34.0,c
c_3727,m,1985.0,37.0,c
c_8126,f,2000.0,22.0,c
c_2192,f,1956.0,66.0,c
c_7810,m,1978.0,44.0,c
c_7823,f,1980.0,42.0,c
c_6751,m,1996.0,26.0,c
c_2504,m,1976.0,46.0,c
c_8003,m,1961.0,61.0,c
c_946,m,2001.0,21.0,c
c_6491,f,1996.0,26.0,c
c_5161,f,1996.0,26.0,c
c_7341,f,1963.0,59.0,c
c_1172,f,1994.0,28.0,c
c_138,m,1972.0,50.0,c
c_2378,f,1999.0,23.0,c
c_8500,f,1973.0,49.0,c
c_3406,f,2001.0,21.0,c
c_6507,f,2000.0,22.0,c
c_788,f,1964.0,58.0,c
c_4947,m,1996.0,26.0,c
c_2598,f,1982.0,40.0,c
c_5583,m,1992.0,30.0,c
c_7053,m,1999.0,23.0,c
c_5386,f,1977.0,45.0,c
c_4459,m,1974.0,48.0,c
c_1444,f,1988.0,34.0,c
c_8111,f,1956.0,66.0,c
c_7973,f,2001.0,21.0,c
c_1948,m,2004.0,18.0,c
c_1667,m,1976.0,46.0,c
c_4873,m,2001.0,21.0,c
c_7090,m,1987.0,35.0,c
c_412,m,1976.0,46.0,c
c_921,f,2002.0,20.0,c
c_832,m,1992.0,30.0,c
c_8091,f,2004.0,18.0,c
c_3326,m,1999.0,23.0,c
c_581,m,2004.0,18.0,c
c_1717,m,1987.0,35.0,c
c_2539,m,1979.0,43.0,c
c_3490,f,1942.0,80.0,c
c_4473,m,1984.0,38.0,c
c_4,m,1964.0,58.0,c
c_7077,m,1987.0,35.0,c
c_6173,m,1998.0,24.0,c
c_8101,m,1993.0,29.0,c
c_91,m,1971.0,51.0,c
c_6962,m,1988.0,34.0,c
c_349,m,1954.0,68.0,c
c_5638,m,1990.0,32.0,c
c_469,m,1997.0,25.0,c
c_619,m,1939.0,83.0,c
c_2275,m,1977.0,45.0,c
c_672,m,1991.0,31.0,c
c_1761,f,2004.0,18.0,c
c_6478,f,1958.0,64.0,c
c_7002,m,1957.0,65.0,c
c_6861,m,1966.0,56.0,c
c_5020,f,1964.0,58.0,c
c_1845,m,1992.0,30.0,c
c_1474,m,2003.0,19.0,c
c_6863,f,1958.0,64.0,c
c_6203,m,1963.0,59.0,c
c_8098,m,1977.0,45.0,c
c_3652,f,1975.0,47.0,c
c_5876,m,1958.0,64.0,c
c_5774,m,1997.0,25.0,c
c_5551,f,1952.0,70.0,c
c_6704,f,1969.0,53.0,c
c_7140,m,1981.0,41.0,c
c_733,m,2004.0,18.0,c
c_545,f,1972.0,50.0,c
c_2628,f,1965.0,57.0,c
c_2081,m,1966.0,56.0,c
c_7241,m,1986.0,36.0,c
c_3301,f,1990.0,32.0,c
c_5893,f,1954.0,68.0,c
c_1133,f,1976.0,46.0,c
c_3893,m,1990.0,32.0,c
c_1668,m,1949.0,73.0,c
c_3965,f,1983.0,39.0,c
c_2132,m,2004.0,18.0,c
c_2321,f,1966.0,56.0,c
c_5814,m,1997.0,25.0,c
c_455,f,2003.0,19.0,c
c_3404,m,1989.0,33.0,c
c_8318,m,1998.0,24.0,c
c_2910,f,1998.0,24.0,c
c_6592,f,1991.0,31.0,c
c_7638,m,1957.0,65.0,c
c_3955,m,1969.0,53.0,c
c_3160,f,1982.0,40.0,c
c_4243,m,1985.0,37.0,c
c_6469,f,1972.0,50.0,c
c_6498,m,1986.0,36.0,c
c_6059,f,1977.0,45.0,c
c_8560,m,1947.0,75.0,c
c_7282,f,1980.0,42.0,c
c_5683,m,1992.0,30.0,c
c_439,f,1962.0,60.0,c
c_1318,f,1987.0,35.0,c
c_4932,m,1966.0,56.0,c
c_465,m,1990.0,32.0,c
c_1478,f,1972.0,50.0,c
c_1485,m,1959.0,63.0,c
c_3519,m,1974.0,48.0,c
c_2855,f,1970.0,52.0,c
c_8066,m,1954.0,68.0,c
c_5121,m,1990.0,32.0,c
c_3154,f,1982.0,40.0,c
c_5695,f,1993.0,29.0,c
c_2837,f,1987.0,35.0,c
c_3915,m,1996.0,26.0,c
c_5029,m,1997.0,25.0,c
c_709,m,1980.0,42.0,c
c_4841,f,1990.0,32.0,c
c_5617,m,1993.0,29.0,c
c_7930,f,1995.0,27.0,c
c_7742,m,1984.0,38.0,c
c_7985,m,2003.0,19.0,c
c_1824,m,1956.0,66.0,c
c_6764,f,1999.0,23.0,c
c_3032,m,1986.0,36.0,c
c_6974,f,1995.0,27.0,c
c_525,f,1984.0,38.0,c
c_2959,m,1964.0,58.0,c
c_8534,m,1988.0,34.0,c
c_8464,f,1977.0,45.0,c
c_6568,m,1978.0,44.0,c
c_6788,m,1943.0,79.0,c
c_2553,m,1950.0,72.0,c
c_3268,m,1963.0,59.0,c
c_5476,m,1956.0,66.0,c
c_2262,m,1976.0,46.0,c
c_298,f,2004.0,18.0,c
c_6879,f,1997.0,25.0,c
c_6177,m,1956.0,66.0,c
c_6005,m,1988.0,34.0,c
c_2320,f,1986.0,36.0,c
c_7216,m,1980.0,42.0,c
c_5699,f,1953.0,69.0,c
c_4338,m,1993.0,29.0,c
c_2582,m,1964.0,58.0,c
c_8290,f,1981.0,41.0,c
c_7510,f,1963.0,59.0,c
c_5526,f,1998.0,24.0,c
c_42,f,1980.0,42.0,c
c_5646,f,1948.0,74.0,c
c_3078,m,1934.0,88.0,c
c_1602,f,1991.0,31.0,c
c_6405,f,1955.0,67.0,c
c_3429,f,2001.0,21.0,c
c_6670,f,1986.0,36.0,c
c_2260,f,1990.0,32.0,c
c_2643,f,2003.0,19.0,c
c_3777,f,1958.0,64.0,c
c_6652,f,1998.0,24.0,c
c_2181,f,1992.0,30.0,c
c_2354,m,1976.0,46.0,c
c_8574,f,1983.0,39.0,c
c_1127,m,1995.0,27.0,c
c_1366,m,1996.0,26.0,c
c_4807,f,1947.0,75.0,c
c_4719,m,1980.0,42.0,c
c_1727,f,1971.0,51.0,c
c_4327,f,1988.0,34.0,c
c_6124,m,1986.0,36.0,c
c_7362,m,1977.0,45.0,c
c_6956,m,1965.0,57.0,c
c_1460,m,1989.0,33.0,c
c_5959,f,1996.0,26.0,c
c_3134,m,2002.0,20.0,c
c_5485,f,2000.0,22.0,c
c_7232,f,1930.0,92.0,c
c_6362,m,1966.0,56.0,c
c_2703,f,1984.0,38.0,c
c_4289,f,1960.0,62.0,c
c_5935,f,1978.0,44.0,c
c_4369,m,1990.0,32.0,c
c_2519,f,1996.0,26.0,c
c_6759,m,1977.0,45.0,c
c_945,m,1998.0,24.0,c
c_7319,f,1974.0,48.0,c
c_3528,m,1969.0,53.0,c
c_7303,f,1970.0,52.0,c
c_8505,m,1962.0,60.0,c
c_3223,m,1971.0,51.0,c
c_6288,f,1961.0,61.0,c
c_7197,f,1960.0,62.0,c
c_5773,m,1994.0,28.0,c
c_8115,f,2003.0,19.0,c
c_8453,m,1983.0,39.0,c
c_5991,f,1958.0,64.0,c
c_2440,f,1950.0,72.0,c
c_6804,m,1990.0,32.0,c
c_4542,m,1964.0,58.0,c
c_6003,f,1980.0,42.0,c
c_2447,f,1960.0,62.0,c
c_7151,f,1999.0,23.0,c
c_359,f,1988.0,34.0,c
c_2633,f,1994.0,28.0,c
c_7356,f,1999.0,23.0,c
c_7846,m,1985.0,37.0,c
c_1059,f,1996.0,26.0,c
c_3019,f,1992.0,30.0,c
c_3332,f,1951.0,71.0,c
c_7440,m,1988.0,34.0,c
